ts,run_id,preset,quality,faithfulness,relevancy,locality,production_score,specialists
2025-09-27T07:28:01Z,4345c8074c74ed4f,enterprise,0.9099999999999999,0.5185,1.0,0.5,0.6574,"logline,market,pacing,structure,theme"
